exchange_trade_id,config_file_path,strategy,market,symbol,base_asset,quote_asset,timestamp,order_id,trade_type,order_type,price,amount,leverage,trade_fee,trade_fee_in_quote,position,age
12633724,v2_market-making_dman_v2,v2_market-making_dman_v2,binance_perpetual,SEI-USDT,SEI,USDT,1698545399000,x-3QreWesySSIUT608d15b85d23c96f4,SELL,LIMIT,0.1090000,138,10,"{'fee_type': 'AddedToCost', 'percent': '0', 'percent_token': 'USDT', 'flat_fees': [{'token': 'USDT', 'amount': '0.00300840'}]}",0.00300840,OPEN,00:04:23
12634666,v2_market-making_dman_v2,v2_market-making_dman_v2,binance_perpetual,SEI-USDT,SEI,USDT,1698547096000,x-3QreWesyBSIUT608d1d04b22c996f4,BUY,MARKET,0.1088000,138,10,"{'fee_type': 'DeductedFromReturns', 'percent': '0', 'percent_token': 'USDT', 'flat_fees': [{'token': 'USDT', 'amount': '0.00750720'}]}",0.00750720,CLOSE,n/a
12634777,v2_market-making_dman_v2,v2_market-making_dman_v2,binance_perpetual,SEI-USDT,SEI,USDT,1698547258000,x-3QreWesySSIUT608d1d169bae796f4,SELL,LIMIT,0.1090000,137,10,"{'fee_type': 'AddedToCost', 'percent': '0', 'percent_token': 'USDT', 'flat_fees': [{'token': 'USDT', 'amount': '0.00298660'}]}",0.00298660,OPEN,00:02:24
12634874,v2_market-making_dman_v2,v2_market-making_dman_v2,binance_perpetual,SEI-USDT,SEI,USDT,1698547259000,x-3QreWesySSIUT608d1d040399c96f4,SELL,LIMIT,0.1093000,275,10,"{'fee_type': 'AddedToCost', 'percent': '0', 'percent_token': 'USDT', 'flat_fees': [{'token': 'USDT', 'amount': '0.00601150'}]}",0.00601150,OPEN,00:02:45
12636890,v2_market-making_dman_v2,v2_market-making_dman_v2,binance_perpetual,SEI-USDT,SEI,USDT,1698551720000,x-3QreWesyBSIUT608d2e3ee17cb96f4,BUY,MARKET,0.1089000,275,10,"{'fee_type': 'DeductedFromReturns', 'percent': '0', 'percent_token': 'USDT', 'flat_fees': [{'token': 'USDT', 'amount': '0.01497375'}]}",0.01497375,CLOSE,n/a
12637434,v2_market-making_dman_v2,v2_market-making_dman_v2,binance_perpetual,SEI-USDT,SEI,USDT,1698552167000,x-3QreWesyBSIUT608d2fe8f6d1596f4,BUY,MARKET,0.1087000,137,10,"{'fee_type': 'DeductedFromReturns', 'percent': '0', 'percent_token': 'USDT', 'flat_fees': [{'token': 'USDT', 'amount': '0.00744595'}]}",0.00744595,CLOSE,00:00:00
12637753,v2_market-making_dman_v2,v2_market-making_dman_v2,binance_perpetual,SEI-USDT,SEI,USDT,1698552420000,x-3QreWesySSIUT608d2ff97648a96f4,SELL,LIMIT,0.1087000,138,10,"{'fee_type': 'AddedToCost', 'percent': '0', 'percent_token': 'USDT', 'flat_fees': [{'token': 'USDT', 'amount': '0.00300012'}]}",0.00300012,OPEN,00:03:56
12638338,v2_market-making_dman_v2,v2_market-making_dman_v2,binance_perpetual,SEI-USDT,SEI,USDT,1698553121000,x-3QreWesySSIUT608d3306cbb0396f4,SELL,LIMIT,0.1093000,275,10,"{'fee_type': 'AddedToCost', 'percent': '0', 'percent_token': 'USDT', 'flat_fees': [{'token': 'USDT', 'amount': '0.00601150'}]}",0.00601150,OPEN,00:01:58
12640483,v2_market-making_dman_v2,v2_market-making_dman_v2,binance_perpetual,SEI-USDT,SEI,USDT,1698557272000,x-3QreWesyBSIUT608d42edbaefa96f4,BUY,MARKET,0.1091000,275,10,"{'fee_type': 'DeductedFromReturns', 'percent': '0', 'percent_token': 'USDT', 'flat_fees': [{'token': 'USDT', 'amount': '0.01500125'}]}",0.01500125,CLOSE,n/a
12640905,v2_market-making_dman_v2,v2_market-making_dman_v2,binance_perpetual,SEI-USDT,SEI,USDT,1698558298000,x-3QreWesySSIUT608d468d1090596f4,SELL,LIMIT,0.1095000,274,10,"{'fee_type': 'AddedToCost', 'percent': '0', 'percent_token': 'USDT', 'flat_fees': [{'token': 'USDT', 'amount': '0.00600060'}]}",0.00600060,OPEN,00:00:55
